EndDt_DtFin,MjrCmdtyEn_PrdtPrncplAn,MjCmdtyFr_PrdtPrncplFr,CtgryEn_CtgrieAn,CtgryFr_CtgrieFr,NumHd_NmbTetes
2006-12-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,62547
2007-01-27,Calves,Veaux,Female,Femelle,1742
2007-01-27,Calves,Veaux,Male,Male,22050
2007-01-27,Cattle,Bovins,Bulls,Taureaux,3687
2007-01-27,Cattle,Bovins,Cows,Vaches,68630
2007-01-27,Cattle,Bovins,Heifers,Genisses,83931
2007-01-27,Cattle,Bovins,Steers,Bouvillons,111401
2007-01-27,Hogs,Porcs,Hogs,Porcs,1639763
2007-01-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,36185
2007-02-24,Calves,Veaux,Female,Femelle,1786
2007-02-24,Calves,Veaux,Male,Male,24305
2007-02-24,Cattle,Bovins,Bulls,Taureaux,3998
2007-02-24,Cattle,Bovins,Cows,Vaches,67295
2007-02-24,Cattle,Bovins,Heifers,Genisses,92748
2007-02-24,Cattle,Bovins,Steers,Bouvillons,117221
2007-02-24,Hogs,Porcs,Hogs,Porcs,1688217
2007-02-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,34149
2007-03-31,Calves,Veaux,Female,Femelle,2046
2007-03-31,Calves,Veaux,Male,Male,28926
2007-03-31,Cattle,Bovins,Bulls,Taureaux,5705
2007-03-31,Cattle,Bovins,Cows,Vaches,78676
2007-03-31,Cattle,Bovins,Heifers,Genisses,127908
2007-03-31,Cattle,Bovins,Steers,Bouvillons,124365
2007-03-31,Hogs,Porcs,Hogs,Porcs,2124239
2007-03-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,53483
2007-04-28,Calves,Veaux,Female,Femelle,1715
2007-04-28,Calves,Veaux,Male,Male,23518
2007-04-28,Cattle,Bovins,Bulls,Taureaux,4814
2007-04-28,Cattle,Bovins,Cows,Vaches,48339
2007-04-28,Cattle,Bovins,Heifers,Genisses,95849
2007-04-28,Cattle,Bovins,Steers,Bouvillons,105434
2007-04-28,Hogs,Porcs,Hogs,Porcs,1607152
2007-04-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,48524
2007-05-26,Calves,Veaux,Female,Femelle,1864
2007-05-26,Calves,Veaux,Male,Male,23011
2007-05-26,Cattle,Bovins,Bulls,Taureaux,5293
2007-05-26,Cattle,Bovins,Cows,Vaches,51980
2007-05-26,Cattle,Bovins,Heifers,Genisses,77707
2007-05-26,Cattle,Bovins,Steers,Bouvillons,133386
2007-05-26,Hogs,Porcs,Hogs,Porcs,1561324
2007-05-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,39617
2007-06-30,Calves,Veaux,Female,Femelle,2177
2007-06-30,Calves,Veaux,Male,Male,27309
2007-06-30,Cattle,Bovins,Bulls,Taureaux,6786
2007-06-30,Cattle,Bovins,Cows,Vaches,64756
2007-06-30,Cattle,Bovins,Heifers,Genisses,87920
2007-06-30,Cattle,Bovins,Steers,Bouvillons,185367
2007-06-30,Hogs,Porcs,Hogs,Porcs,1954192
2007-06-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43698
2007-07-28,Calves,Veaux,Female,Femelle,1934
2007-07-28,Calves,Veaux,Male,Male,21596
2007-07-28,Cattle,Bovins,Bulls,Taureaux,4568
2007-07-28,Cattle,Bovins,Cows,Vaches,44677
2007-07-28,Cattle,Bovins,Heifers,Genisses,65343
2007-07-28,Cattle,Bovins,Steers,Bouvillons,138792
2007-07-28,Hogs,Porcs,Hogs,Porcs,1554463
2007-07-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,44205
2007-08-25,Calves,Veaux,Female,Femelle,2062
2007-08-25,Calves,Veaux,Male,Male,23601
2007-08-25,Cattle,Bovins,Bulls,Taureaux,5325
2007-08-25,Cattle,Bovins,Cows,Vaches,48750
2007-08-25,Cattle,Bovins,Heifers,Genisses,65270
2007-08-25,Cattle,Bovins,Steers,Bouvillons,141664
2007-08-25,Hogs,Porcs,Hogs,Porcs,1592761
2007-08-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45446
2007-09-29,Calves,Veaux,Female,Femelle,2075
2007-09-29,Calves,Veaux,Male,Male,27940
2007-09-29,Cattle,Bovins,Bulls,Taureaux,7071
2007-09-29,Cattle,Bovins,Cows,Vaches,66896
2007-09-29,Cattle,Bovins,Heifers,Genisses,91941
2007-09-29,Cattle,Bovins,Steers,Bouvillons,161008
2007-09-29,Hogs,Porcs,Hogs,Porcs,2028045
2007-09-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,48392
2007-10-27,Calves,Veaux,Female,Femelle,1949
2007-10-27,Calves,Veaux,Male,Male,23795
2007-10-27,Cattle,Bovins,Bulls,Taureaux,5256
2007-10-27,Cattle,Bovins,Cows,Vaches,56441
2007-10-27,Cattle,Bovins,Heifers,Genisses,88767
2007-10-27,Cattle,Bovins,Steers,Bouvillons,111572
2007-10-27,Hogs,Porcs,Hogs,Porcs,1667531
2007-10-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45177
2007-11-24,Calves,Veaux,Female,Femelle,2066
2007-11-24,Calves,Veaux,Male,Male,26000
2007-11-24,Cattle,Bovins,Bulls,Taureaux,4839
2007-11-24,Cattle,Bovins,Cows,Vaches,63438
2007-11-24,Cattle,Bovins,Heifers,Genisses,94997
2007-11-24,Cattle,Bovins,Steers,Bouvillons,100337
2007-11-24,Hogs,Porcs,Hogs,Porcs,1717602
2007-11-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40085
2007-12-29,Calves,Veaux,Female,Femelle,2164
2007-12-29,Calves,Veaux,Male,Male,27266
2007-12-29,Cattle,Bovins,Bulls,Taureaux,4717
2007-12-29,Cattle,Bovins,Cows,Vaches,78744
2007-12-29,Cattle,Bovins,Heifers,Genisses,91254
2007-12-29,Cattle,Bovins,Steers,Bouvillons,127113
2007-12-29,Hogs,Porcs,Hogs,Porcs,1958741
2007-12-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,65207
2008-01-26,Calves,Veaux,Female,Femelle,1491
2008-01-26,Calves,Veaux,Male,Male,21716
2008-01-26,Cattle,Bovins,Bulls,Taureaux,2886
2008-01-26,Cattle,Bovins,Cows,Vaches,72313
2008-01-26,Cattle,Bovins,Heifers,Genisses,68121
2008-01-26,Cattle,Bovins,Steers,Bouvillons,107045
2008-01-26,Hogs,Porcs,Hogs,Porcs,1634151
2008-01-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,34292
2008-02-23,Calves,Veaux,Female,Femelle,1700
2008-02-23,Calves,Veaux,Male,Male,22787
2008-02-23,Cattle,Bovins,Bulls,Taureaux,2286
2008-02-23,Cattle,Bovins,Cows,Vaches,68189
2008-02-23,Cattle,Bovins,Heifers,Genisses,86265
2008-02-23,Cattle,Bovins,Steers,Bouvillons,99969
2008-02-23,Hogs,Porcs,Hogs,Porcs,1700448
2008-02-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,32943
2008-03-29,Calves,Veaux,Female,Femelle,1910
2008-03-29,Calves,Veaux,Male,Male,26427
2008-03-29,Cattle,Bovins,Bulls,Taureaux,3164
2008-03-29,Cattle,Bovins,Cows,Vaches,78476
2008-03-29,Cattle,Bovins,Heifers,Genisses,110652
2008-03-29,Cattle,Bovins,Steers,Bouvillons,125910
2008-03-29,Hogs,Porcs,Hogs,Porcs,2042632
2008-03-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,53036
2008-04-26,Calves,Veaux,Female,Femelle,1586
2008-04-26,Calves,Veaux,Male,Male,24050
2008-04-26,Cattle,Bovins,Bulls,Taureaux,3207
2008-04-26,Cattle,Bovins,Cows,Vaches,52077
2008-04-26,Cattle,Bovins,Heifers,Genisses,96907
2008-04-26,Cattle,Bovins,Steers,Bouvillons,115976
2008-04-26,Hogs,Porcs,Hogs,Porcs,1699179
2008-04-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47541
2008-05-24,Calves,Veaux,Female,Femelle,1593
2008-05-24,Calves,Veaux,Male,Male,23121
2008-05-24,Cattle,Bovins,Bulls,Taureaux,3008
2008-05-24,Cattle,Bovins,Cows,Vaches,50112
2008-05-24,Cattle,Bovins,Heifers,Genisses,88339
2008-05-24,Cattle,Bovins,Steers,Bouvillons,131256
2008-05-24,Hogs,Porcs,Hogs,Porcs,1554497
2008-05-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,39059
2008-06-28,Calves,Veaux,Female,Femelle,1747
2008-06-28,Calves,Veaux,Male,Male,27347
2008-06-28,Cattle,Bovins,Bulls,Taureaux,3117
2008-06-28,Cattle,Bovins,Cows,Vaches,68191
2008-06-28,Cattle,Bovins,Heifers,Genisses,95324
2008-06-28,Cattle,Bovins,Steers,Bouvillons,184895
2008-06-28,Hogs,Porcs,Hogs,Porcs,1934523
2008-06-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45553
2008-07-26,Calves,Veaux,Female,Femelle,1344
2008-07-26,Calves,Veaux,Male,Male,22650
2008-07-26,Cattle,Bovins,Bulls,Taureaux,2360
2008-07-26,Cattle,Bovins,Cows,Vaches,47296
2008-07-26,Cattle,Bovins,Heifers,Genisses,64122
2008-07-26,Cattle,Bovins,Steers,Bouvillons,145132
2008-07-26,Hogs,Porcs,Hogs,Porcs,1563811
2008-07-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43658
2008-08-23,Calves,Veaux,Female,Femelle,1692
2008-08-23,Calves,Veaux,Male,Male,22504
2008-08-23,Cattle,Bovins,Bulls,Taureaux,2260
2008-08-23,Cattle,Bovins,Cows,Vaches,53954
2008-08-23,Cattle,Bovins,Heifers,Genisses,62467
2008-08-23,Cattle,Bovins,Steers,Bouvillons,140764
2008-08-23,Hogs,Porcs,Hogs,Porcs,1576867
2008-08-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45471
2008-09-27,Calves,Veaux,Female,Femelle,2291
2008-09-27,Calves,Veaux,Male,Male,26394
2008-09-27,Cattle,Bovins,Bulls,Taureaux,2836
2008-09-27,Cattle,Bovins,Cows,Vaches,71575
2008-09-27,Cattle,Bovins,Heifers,Genisses,92946
2008-09-27,Cattle,Bovins,Steers,Bouvillons,166068
2008-09-27,Hogs,Porcs,Hogs,Porcs,2027912
2008-09-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,51516
2008-10-25,Calves,Veaux,Female,Femelle,1790
2008-10-25,Calves,Veaux,Male,Male,23144
2008-10-25,Cattle,Bovins,Bulls,Taureaux,3426
2008-10-25,Cattle,Bovins,Cows,Vaches,60523
2008-10-25,Cattle,Bovins,Heifers,Genisses,89511
2008-10-25,Cattle,Bovins,Steers,Bouvillons,114094
2008-10-25,Hogs,Porcs,Hogs,Porcs,1695630
2008-10-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45677
2008-11-22,Calves,Veaux,Female,Femelle,1706
2008-11-22,Calves,Veaux,Male,Male,24328
2008-11-22,Cattle,Bovins,Bulls,Taureaux,3233
2008-11-22,Cattle,Bovins,Cows,Vaches,75813
2008-11-22,Cattle,Bovins,Heifers,Genisses,92742
2008-11-22,Cattle,Bovins,Steers,Bouvillons,106652
2008-11-22,Hogs,Porcs,Hogs,Porcs,1784249
2008-11-22,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,39804
2009-01-03,Calves,Veaux,Female,Femelle,2073
2009-01-03,Calves,Veaux,Male,Male,30345
2009-01-03,Cattle,Bovins,Bulls,Taureaux,4061
2009-01-03,Cattle,Bovins,Cows,Vaches,95179
2009-01-03,Cattle,Bovins,Heifers,Genisses,99356
2009-01-03,Cattle,Bovins,Steers,Bouvillons,162451
2009-01-03,Hogs,Porcs,Hogs,Porcs,2305493
2009-01-03,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,71778
2009-01-31,Calves,Veaux,Female,Femelle,1460
2009-01-31,Calves,Veaux,Male,Male,22106
2009-01-31,Cattle,Bovins,Bulls,Taureaux,2359
2009-01-31,Cattle,Bovins,Cows,Vaches,69392
2009-01-31,Cattle,Bovins,Heifers,Genisses,79118
2009-01-31,Cattle,Bovins,Steers,Bouvillons,126051
2009-01-31,Hogs,Porcs,Hogs,Porcs,1797610
2009-01-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,33539
2009-02-28,Calves,Veaux,Female,Femelle,1483
2009-02-28,Calves,Veaux,Male,Male,22031
2009-02-28,Cattle,Bovins,Bulls,Taureaux,2346
2009-02-28,Cattle,Bovins,Cows,Vaches,59062
2009-02-28,Cattle,Bovins,Heifers,Genisses,91834
2009-02-28,Cattle,Bovins,Steers,Bouvillons,107702
2009-02-28,Hogs,Porcs,Hogs,Porcs,1691543
2009-02-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,31349
2009-04-04,Calves,Veaux,Female,Femelle,1896
2009-04-04,Calves,Veaux,Male,Male,26779
2009-04-04,Cattle,Bovins,Bulls,Taureaux,3133
2009-04-04,Cattle,Bovins,Cows,Vaches,51419
2009-04-04,Cattle,Bovins,Heifers,Genisses,114324
2009-04-04,Cattle,Bovins,Steers,Bouvillons,131886
2009-04-04,Hogs,Porcs,Hogs,Porcs,2099061
2009-04-04,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47446
2009-05-02,Calves,Veaux,Female,Femelle,1676
2009-05-02,Calves,Veaux,Male,Male,21366
2009-05-02,Cattle,Bovins,Bulls,Taureaux,3774
2009-05-02,Cattle,Bovins,Cows,Vaches,39949
2009-05-02,Cattle,Bovins,Heifers,Genisses,81284
2009-05-02,Cattle,Bovins,Steers,Bouvillons,116692
2009-05-02,Hogs,Porcs,Hogs,Porcs,1580234
2009-05-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,54415
2009-05-30,Calves,Veaux,Female,Femelle,1568
2009-05-30,Calves,Veaux,Male,Male,21129
2009-05-30,Cattle,Bovins,Bulls,Taureaux,3166
2009-05-30,Cattle,Bovins,Cows,Vaches,37680
2009-05-30,Cattle,Bovins,Heifers,Genisses,76686
2009-05-30,Cattle,Bovins,Steers,Bouvillons,136833
2009-05-30,Hogs,Porcs,Hogs,Porcs,1572247
2009-05-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,35269
2009-07-04,Calves,Veaux,Female,Femelle,1767
2009-07-04,Calves,Veaux,Male,Male,24881
2009-07-04,Cattle,Bovins,Bulls,Taureaux,3469
2009-07-04,Cattle,Bovins,Cows,Vaches,52041
2009-07-04,Cattle,Bovins,Heifers,Genisses,95877
2009-07-04,Cattle,Bovins,Steers,Bouvillons,185736
2009-07-04,Hogs,Porcs,Hogs,Porcs,1968211
2009-07-04,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47220
2009-08-01,Calves,Veaux,Female,Femelle,1496
2009-08-01,Calves,Veaux,Male,Male,21184
2009-08-01,Cattle,Bovins,Bulls,Taureaux,3449
2009-08-01,Cattle,Bovins,Cows,Vaches,40457
2009-08-01,Cattle,Bovins,Heifers,Genisses,75189
2009-08-01,Cattle,Bovins,Steers,Bouvillons,144064
2009-08-01,Hogs,Porcs,Hogs,Porcs,1700301
2009-08-01,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42722
2009-08-29,Calves,Veaux,Female,Femelle,1503
2009-08-29,Calves,Veaux,Male,Male,20494
2009-08-29,Cattle,Bovins,Bulls,Taureaux,3618
2009-08-29,Cattle,Bovins,Cows,Vaches,42577
2009-08-29,Cattle,Bovins,Heifers,Genisses,76736
2009-08-29,Cattle,Bovins,Steers,Bouvillons,140118
2009-08-29,Hogs,Porcs,Hogs,Porcs,1688019
2009-08-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,46257
2009-10-03,Calves,Veaux,Female,Femelle,1696
2009-10-03,Calves,Veaux,Male,Male,24688
2009-10-03,Cattle,Bovins,Bulls,Taureaux,4104
2009-10-03,Cattle,Bovins,Cows,Vaches,60388
2009-10-03,Cattle,Bovins,Heifers,Genisses,96790
2009-10-03,Cattle,Bovins,Steers,Bouvillons,170414
2009-10-03,Hogs,Porcs,Hogs,Porcs,2102947
2009-10-03,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,51030
2009-10-31,Calves,Veaux,Female,Femelle,1438
2009-10-31,Calves,Veaux,Male,Male,21859
2009-10-31,Cattle,Bovins,Bulls,Taureaux,3697
2009-10-31,Cattle,Bovins,Cows,Vaches,54795
2009-10-31,Cattle,Bovins,Heifers,Genisses,80571
2009-10-31,Cattle,Bovins,Steers,Bouvillons,118106
2009-10-31,Hogs,Porcs,Hogs,Porcs,1724836
2009-10-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41582
2009-11-28,Calves,Veaux,Female,Femelle,1624
2009-11-28,Calves,Veaux,Male,Male,23118
2009-11-28,Cattle,Bovins,Bulls,Taureaux,3083
2009-11-28,Cattle,Bovins,Cows,Vaches,66425
2009-11-28,Cattle,Bovins,Heifers,Genisses,90742
2009-11-28,Cattle,Bovins,Steers,Bouvillons,112496
2009-11-28,Hogs,Porcs,Hogs,Porcs,1788450
2009-11-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,53710
2010-01-02,Calves,Veaux,Female,Femelle,1805
2010-01-02,Calves,Veaux,Male,Male,26203
2010-01-02,Cattle,Bovins,Bulls,Taureaux,2684
2010-01-02,Cattle,Bovins,Cows,Vaches,69517
2010-01-02,Cattle,Bovins,Heifers,Genisses,91940
2010-01-02,Cattle,Bovins,Steers,Bouvillons,131264
2010-01-02,Hogs,Porcs,Hogs,Porcs,1925663
2010-01-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,53630
2010-01-30,Calves,Veaux,Female,Femelle,1383
2010-01-30,Calves,Veaux,Male,Male,21406
2010-01-30,Cattle,Bovins,Bulls,Taureaux,2546
2010-01-30,Cattle,Bovins,Cows,Vaches,55571
2010-01-30,Cattle,Bovins,Heifers,Genisses,77460
2010-01-30,Cattle,Bovins,Steers,Bouvillons,128318
2010-01-30,Hogs,Porcs,Hogs,Porcs,1789721
2010-01-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,32119
2010-02-27,Calves,Veaux,Female,Femelle,1354
2010-02-27,Calves,Veaux,Male,Male,20719
2010-02-27,Cattle,Bovins,Bulls,Taureaux,2277
2010-02-27,Cattle,Bovins,Cows,Vaches,52575
2010-02-27,Cattle,Bovins,Heifers,Genisses,80543
2010-02-27,Cattle,Bovins,Steers,Bouvillons,107080
2010-02-27,Hogs,Porcs,Hogs,Porcs,1715536
2010-02-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,32504
2010-04-03,Calves,Veaux,Female,Femelle,1699
2010-04-03,Calves,Veaux,Male,Male,25968
2010-04-03,Cattle,Bovins,Bulls,Taureaux,4326
2010-04-03,Cattle,Bovins,Cows,Vaches,56092
2010-04-03,Cattle,Bovins,Heifers,Genisses,122166
2010-04-03,Cattle,Bovins,Steers,Bouvillons,133311
2010-04-03,Hogs,Porcs,Hogs,Porcs,2077053
2010-04-03,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,62671
2010-05-01,Calves,Veaux,Female,Femelle,1313
2010-05-01,Calves,Veaux,Male,Male,22514
2010-05-01,Cattle,Bovins,Bulls,Taureaux,4396
2010-05-01,Cattle,Bovins,Cows,Vaches,40208
2010-05-01,Cattle,Bovins,Heifers,Genisses,103218
2010-05-01,Cattle,Bovins,Steers,Bouvillons,119459
2010-05-01,Hogs,Porcs,Hogs,Porcs,1612098
2010-05-01,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,34007
2010-05-29,Calves,Veaux,Female,Femelle,1368
2010-05-29,Calves,Veaux,Male,Male,21633
2010-05-29,Cattle,Bovins,Bulls,Taureaux,4055
2010-05-29,Cattle,Bovins,Cows,Vaches,40610
2010-05-29,Cattle,Bovins,Heifers,Genisses,92336
2010-05-29,Cattle,Bovins,Steers,Bouvillons,150865
2010-05-29,Hogs,Porcs,Hogs,Porcs,1522823
2010-05-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,35929
2010-07-03,Calves,Veaux,Female,Femelle,1667
2010-07-03,Calves,Veaux,Male,Male,25729
2010-07-03,Cattle,Bovins,Bulls,Taureaux,4927
2010-07-03,Cattle,Bovins,Cows,Vaches,53402
2010-07-03,Cattle,Bovins,Heifers,Genisses,103659
2010-07-03,Cattle,Bovins,Steers,Bouvillons,190994
2010-07-03,Hogs,Porcs,Hogs,Porcs,1931395
2010-07-03,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,46337
2010-07-31,Calves,Veaux,Female,Femelle,1384
2010-07-31,Calves,Veaux,Male,Male,21512
2010-07-31,Cattle,Bovins,Bulls,Taureaux,3865
2010-07-31,Cattle,Bovins,Cows,Vaches,35928
2010-07-31,Cattle,Bovins,Heifers,Genisses,83021
2010-07-31,Cattle,Bovins,Steers,Bouvillons,159960
2010-07-31,Hogs,Porcs,Hogs,Porcs,1556925
2010-07-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41564
2010-08-28,Calves,Veaux,Female,Femelle,1519
2010-08-28,Calves,Veaux,Male,Male,19708
2010-08-28,Cattle,Bovins,Bulls,Taureaux,4176
2010-08-28,Cattle,Bovins,Cows,Vaches,38419
2010-08-28,Cattle,Bovins,Heifers,Genisses,75625
2010-08-28,Cattle,Bovins,Steers,Bouvillons,141304
2010-08-28,Hogs,Porcs,Hogs,Porcs,1566179
2010-08-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47609
2010-10-02,Calves,Veaux,Female,Femelle,1753
2010-10-02,Calves,Veaux,Male,Male,24661
2010-10-02,Cattle,Bovins,Bulls,Taureaux,5596
2010-10-02,Cattle,Bovins,Cows,Vaches,54332
2010-10-02,Cattle,Bovins,Heifers,Genisses,107858
2010-10-02,Cattle,Bovins,Steers,Bouvillons,165681
2010-10-02,Hogs,Porcs,Hogs,Porcs,2037394
2010-10-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,48731
2010-10-30,Calves,Veaux,Female,Femelle,1579
2010-10-30,Calves,Veaux,Male,Male,20719
2010-10-30,Cattle,Bovins,Bulls,Taureaux,3760
2010-10-30,Cattle,Bovins,Cows,Vaches,43751
2010-10-30,Cattle,Bovins,Heifers,Genisses,96963
2010-10-30,Cattle,Bovins,Steers,Bouvillons,112174
2010-10-30,Hogs,Porcs,Hogs,Porcs,1659493
2010-10-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,38216
2010-11-27,Calves,Veaux,Female,Femelle,1611
2010-11-27,Calves,Veaux,Male,Male,22086
2010-11-27,Cattle,Bovins,Bulls,Taureaux,4352
2010-11-27,Cattle,Bovins,Cows,Vaches,59957
2010-11-27,Cattle,Bovins,Heifers,Genisses,79096
2010-11-27,Cattle,Bovins,Steers,Bouvillons,111846
2010-11-27,Hogs,Porcs,Hogs,Porcs,1732922
2010-11-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,55810
2011-01-01,Calves,Veaux,Female,Femelle,1870
2011-01-01,Calves,Veaux,Male,Male,24984
2011-01-01,Cattle,Bovins,Bulls,Taureaux,3894
2011-01-01,Cattle,Bovins,Cows,Vaches,74166
2011-01-01,Cattle,Bovins,Heifers,Genisses,88805
2011-01-01,Cattle,Bovins,Steers,Bouvillons,119917
2011-01-01,Hogs,Porcs,Hogs,Porcs,1921513
2011-01-01,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,49299
2011-01-29,Calves,Veaux,Female,Femelle,1484
2011-01-29,Calves,Veaux,Male,Male,20394
2011-01-29,Cattle,Bovins,Bulls,Taureaux,2532
2011-01-29,Cattle,Bovins,Cows,Vaches,44145
2011-01-29,Cattle,Bovins,Heifers,Genisses,82144
2011-01-29,Cattle,Bovins,Steers,Bouvillons,112210
2011-01-29,Hogs,Porcs,Hogs,Porcs,1720374
2011-01-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,33222
2011-02-26,Calves,Veaux,Female,Femelle,1485
2011-02-26,Calves,Veaux,Male,Male,20317
2011-02-26,Cattle,Bovins,Bulls,Taureaux,2611
2011-02-26,Cattle,Bovins,Cows,Vaches,49585
2011-02-26,Cattle,Bovins,Heifers,Genisses,74904
2011-02-26,Cattle,Bovins,Steers,Bouvillons,98844
2011-02-26,Hogs,Porcs,Hogs,Porcs,1654938
2011-02-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,30194
2011-04-02,Calves,Veaux,Female,Femelle,1793
2011-04-02,Calves,Veaux,Male,Male,26524
2011-04-02,Cattle,Bovins,Bulls,Taureaux,4184
2011-04-02,Cattle,Bovins,Cows,Vaches,49724
2011-04-02,Cattle,Bovins,Heifers,Genisses,110009
2011-04-02,Cattle,Bovins,Steers,Bouvillons,111015
2011-04-02,Hogs,Porcs,Hogs,Porcs,2038604
2011-04-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,36731
2011-04-30,Calves,Veaux,Female,Femelle,1236
2011-04-30,Calves,Veaux,Male,Male,20936
2011-04-30,Cattle,Bovins,Bulls,Taureaux,3543
2011-04-30,Cattle,Bovins,Cows,Vaches,37707
2011-04-30,Cattle,Bovins,Heifers,Genisses,91672
2011-04-30,Cattle,Bovins,Steers,Bouvillons,98745
2011-04-30,Hogs,Porcs,Hogs,Porcs,1541696
2011-04-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,53683
2011-05-28,Calves,Veaux,Female,Femelle,1277
2011-05-28,Calves,Veaux,Male,Male,21215
2011-05-28,Cattle,Bovins,Bulls,Taureaux,3475
2011-05-28,Cattle,Bovins,Cows,Vaches,32768
2011-05-28,Cattle,Bovins,Heifers,Genisses,77598
2011-05-28,Cattle,Bovins,Steers,Bouvillons,129364
2011-05-28,Hogs,Porcs,Hogs,Porcs,1539827
2011-05-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,37635
2011-07-02,Calves,Veaux,Female,Femelle,1568
2011-07-02,Calves,Veaux,Male,Male,25476
2011-07-02,Cattle,Bovins,Bulls,Taureaux,3672
2011-07-02,Cattle,Bovins,Cows,Vaches,40879
2011-07-02,Cattle,Bovins,Heifers,Genisses,87492
2011-07-02,Cattle,Bovins,Steers,Bouvillons,169183
2011-07-02,Hogs,Porcs,Hogs,Porcs,1914518
2011-07-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43300
2011-07-30,Calves,Veaux,Female,Femelle,1295
2011-07-30,Calves,Veaux,Male,Male,21403
2011-07-30,Cattle,Bovins,Bulls,Taureaux,3075
2011-07-30,Cattle,Bovins,Cows,Vaches,30538
